new_index,Year,County,BU / ACRE,county_small
1969-Cottonwood County,1969,COTTONWOOD,97.0,Cottonwood County
1969-Crow Wing County,1969,CROW WING,33.0,Crow Wing County
1969-Douglas County,1969,DOUGLAS,51.0,Douglas County
1969-Faribault County,1969,FARIBAULT,109.0,Faribault County
1969-Freeborn County,1969,FREEBORN,96.0,Freeborn County
1969-Grant County,1969,GRANT,60.0,Grant County
1969-Hennepin County,1969,HENNEPIN,76.0,Hennepin County
1969-Hubbard County,1969,HUBBARD,40.0,Hubbard County
1969-Isanti County,1969,ISANTI,48.0,Isanti County
1969-Itasca County,1969,ITASCA,35.0,Itasca County
1969-Jackson County,1969,JACKSON,99.0,Jackson County
1969-Kanabec County,1969,KANABEC,63.0,Kanabec County
1969-Kandiyohi County,1969,KANDIYOHI,79.0,Kandiyohi County
1969-Kittson County,1969,KITTSON,31.0,Kittson County
1969-Lac Qui Parle County,1969,LAC QUI PARLE,76.0,Lac Qui Parle County
1969-Le Sueur County,1969,LE SUEUR,96.0,Le Sueur County
1969-Lincoln County,1969,LINCOLN,65.0,Lincoln County
1969-Lyon County,1969,LYON,84.0,Lyon County
1969-Mahnomen County,1969,MAHNOMEN,61.0,Mahnomen County
1969-Marshall County,1969,MARSHALL,53.0,Marshall County
1969-Martin County,1969,MARTIN,107.0,Martin County
1969-Mcleod County,1969,MCLEOD,90.0,Mcleod County
1969-Meeker County,1969,MEEKER,80.0,Meeker County
1969-Mille Lacs County,1969,MILLE LACS,59.0,Mille Lacs County
1969-Morrison County,1969,MORRISON,51.0,Morrison County
1969-Murray County,1969,MURRAY,86.0,Murray County
1969-Nicollet County,1969,NICOLLET,97.0,Nicollet County
1969-Nobles County,1969,NOBLES,91.0,Nobles County
1969-Norman County,1969,NORMAN,60.0,Norman County
1969-Otter Tail County,1969,OTTER TAIL,47.0,Otter Tail County
1969-Pennington County,1969,PENNINGTON,52.0,Pennington County
1969-Pine County,1969,PINE,61.0,Pine County
1969-Pipestone County,1969,PIPESTONE,65.0,Pipestone County
1969-Polk County,1969,POLK,49.0,Polk County
1969-Pope County,1969,POPE,50.0,Pope County
1969-Ramsey County,1969,RAMSEY,61.0,Ramsey County
1969-Red Lake County,1969,RED LAKE,57.0,Red Lake County
1969-Redwood County,1969,REDWOOD,92.0,Redwood County
1969-Renville County,1969,RENVILLE,96.0,Renville County
1969-Rice County,1969,RICE,91.0,Rice County
1969-Rock County,1969,ROCK,88.0,Rock County
1969-Roseau County,1969,ROSEAU,28.0,Roseau County
1969-Scott County,1969,SCOTT,76.0,Scott County
1969-Sherburne County,1969,SHERBURNE,49.0,Sherburne County
1969-Sibley County,1969,SIBLEY,96.0,Sibley County
1969-St. Louis County,1969,ST. LOUIS,35.0,St. Louis County
1969-Stearns County,1969,STEARNS,54.0,Stearns County
1969-Steele County,1969,STEELE,92.0,Steele County
1969-Stevens County,1969,STEVENS,62.0,Stevens County
1969-Swift County,1969,SWIFT,73.0,Swift County
1969-Todd County,1969,TODD,50.0,Todd County
1969-Traverse County,1969,TRAVERSE,57.0,Traverse County
1969-Wadena County,1969,WADENA,38.0,Wadena County
1969-Waseca County,1969,WASECA,103.0,Waseca County
1969-Washington County,1969,WASHINGTON,61.0,Washington County
1969-Watonwan County,1969,WATONWAN,92.0,Watonwan County
1969-Wilkin County,1969,WILKIN,51.0,Wilkin County
1969-Wright County,1969,WRIGHT,69.0,Wright County
1969-Yellow Medicine County,1969,YELLOW MEDICINE,87.0,Yellow Medicine County
1970-Aitkin County,1970,AITKIN,48.0,Aitkin County
1970-Anoka County,1970,ANOKA,76.0,Anoka County
1970-Becker County,1970,BECKER,37.0,Becker County
1970-Beltrami County,1970,BELTRAMI,39.0,Beltrami County
1970-Benton County,1970,BENTON,73.0,Benton County
1970-Big Stone County,1970,BIG STONE,61.0,Big Stone County
1970-Blue Earth County,1970,BLUE EARTH,103.0,Blue Earth County
1970-Brown County,1970,BROWN,93.0,Brown County
1970-Carlton County,1970,CARLTON,47.0,Carlton County
1970-Carver County,1970,CARVER,91.0,Carver County
1970-Cass County,1970,CASS,59.0,Cass County
1970-Chippewa County,1970,CHIPPEWA,81.0,Chippewa County
1970-Chisago County,1970,CHISAGO,81.0,Chisago County
1970-Clay County,1970,CLAY,43.0,Clay County
1970-Clearwater County,1970,CLEARWATER,45.0,Clearwater County
1970-Cottonwood County,1970,COTTONWOOD,93.0,Cottonwood County
1970-Crow Wing County,1970,CROW WING,36.0,Crow Wing County
1970-Douglas County,1970,DOUGLAS,40.0,Douglas County
1970-Faribault County,1970,FARIBAULT,105.0,Faribault County
1970-Freeborn County,1970,FREEBORN,102.0,Freeborn County
1970-Grant County,1970,GRANT,43.0,Grant County
1970-Hennepin County,1970,HENNEPIN,90.0,Hennepin County
1970-Hubbard County,1970,HUBBARD,64.0,Hubbard County
1970-Isanti County,1970,ISANTI,81.0,Isanti County
1970-Itasca County,1970,ITASCA,60.0,Itasca County
1970-Jackson County,1970,JACKSON,97.0,Jackson County
1970-Kanabec County,1970,KANABEC,62.0,Kanabec County
1970-Kandiyohi County,1970,KANDIYOHI,81.0,Kandiyohi County
1970-Kittson County,1970,KITTSON,35.0,Kittson County
1970-Lac Qui Parle County,1970,LAC QUI PARLE,59.0,Lac Qui Parle County
1970-Le Sueur County,1970,LE SUEUR,102.0,Le Sueur County
1970-Lincoln County,1970,LINCOLN,54.0,Lincoln County
1970-Lyon County,1970,LYON,84.0,Lyon County
1970-Mahnomen County,1970,MAHNOMEN,52.0,Mahnomen County
1970-Marshall County,1970,MARSHALL,40.0,Marshall County
1970-Martin County,1970,MARTIN,100.0,Martin County
1970-Mcleod County,1970,MCLEOD,86.0,Mcleod County
1970-Meeker County,1970,MEEKER,84.0,Meeker County
1970-Mille Lacs County,1970,MILLE LACS,80.0,Mille Lacs County
1970-Morrison County,1970,MORRISON,63.0,Morrison County
1970-Murray County,1970,MURRAY,77.0,Murray County
1970-Nicollet County,1970,NICOLLET,104.0,Nicollet County
1970-Nobles County,1970,NOBLES,84.0,Nobles County
1970-Norman County,1970,NORMAN,50.0,Norman County
1970-Otter Tail County,1970,OTTER TAIL,34.0,Otter Tail County
1970-Pennington County,1970,PENNINGTON,44.0,Pennington County
1970-Pine County,1970,PINE,66.0,Pine County
1970-Pipestone County,1970,PIPESTONE,59.0,Pipestone County
1970-Polk County,1970,POLK,45.0,Polk County
1970-Pope County,1970,POPE,57.0,Pope County
1970-Ramsey County,1970,RAMSEY,86.0,Ramsey County
1970-Red Lake County,1970,RED LAKE,45.0,Red Lake County
1970-Redwood County,1970,REDWOOD,88.0,Redwood County
1970-Renville County,1970,RENVILLE,94.0,Renville County
1970-Rice County,1970,RICE,96.0,Rice County
1970-Rock County,1970,ROCK,69.0,Rock County
1970-Roseau County,1970,ROSEAU,34.0,Roseau County
1970-Scott County,1970,SCOTT,84.0,Scott County
1970-Sherburne County,1970,SHERBURNE,62.0,Sherburne County
1970-Sibley County,1970,SIBLEY,96.0,Sibley County
1970-Stearns County,1970,STEARNS,62.0,Stearns County
1970-Steele County,1970,STEELE,92.0,Steele County
1970-Stevens County,1970,STEVENS,68.0,Stevens County
1970-Swift County,1970,SWIFT,77.0,Swift County
1970-Todd County,1970,TODD,48.0,Todd County
1970-Traverse County,1970,TRAVERSE,49.0,Traverse County
1970-Wadena County,1970,WADENA,33.0,Wadena County
1970-Waseca County,1970,WASECA,103.0,Waseca County
1970-Washington County,1970,WASHINGTON,85.0,Washington County
1970-Watonwan County,1970,WATONWAN,101.0,Watonwan County
1970-Wilkin County,1970,WILKIN,35.0,Wilkin County
1970-Wright County,1970,WRIGHT,78.0,Wright County
1970-Yellow Medicine County,1970,YELLOW MEDICINE,76.0,Yellow Medicine County
1971-Aitkin County,1971,AITKIN,64.0,Aitkin County
1971-Anoka County,1971,ANOKA,66.0,Anoka County
1971-Becker County,1971,BECKER,50.0,Becker County
1971-Beltrami County,1971,BELTRAMI,41.0,Beltrami County
1971-Benton County,1971,BENTON,67.0,Benton County
1971-Big Stone County,1971,BIG STONE,61.0,Big Stone County
1971-Blue Earth County,1971,BLUE EARTH,94.0,Blue Earth County
1971-Brown County,1971,BROWN,86.0,Brown County
1971-Carlton County,1971,CARLTON,59.0,Carlton County
1971-Carver County,1971,CARVER,90.0,Carver County
1971-Cass County,1971,CASS,58.0,Cass County
1971-Chippewa County,1971,CHIPPEWA,78.0,Chippewa County
1971-Chisago County,1971,CHISAGO,79.0,Chisago County
1971-Clay County,1971,CLAY,53.0,Clay County
1971-Clearwater County,1971,CLEARWATER,45.0,Clearwater County
1971-Cottonwood County,1971,COTTONWOOD,87.0,Cottonwood County
1971-Crow Wing County,1971,CROW WING,59.0,Crow Wing County
1971-Douglas County,1971,DOUGLAS,53.0,Douglas County
1971-Faribault County,1971,FARIBAULT,103.0,Faribault County
1971-Freeborn County,1971,FREEBORN,90.0,Freeborn County
1971-Grant County,1971,GRANT,64.0,Grant County
1971-Hennepin County,1971,HENNEPIN,86.0,Hennepin County
1971-Hubbard County,1971,HUBBARD,51.1,Hubbard County
1971-Isanti County,1971,ISANTI,77.0,Isanti County
1971-Itasca County,1971,ITASCA,48.0,Itasca County
1971-Jackson County,1971,JACKSON,88.0,Jackson County
1971-Kanabec County,1971,KANABEC,67.0,Kanabec County
1971-Kandiyohi County,1971,KANDIYOHI,75.0,Kandiyohi County
1971-Kittson County,1971,KITTSON,35.0,Kittson County
1971-Lac Qui Parle County,1971,LAC QUI PARLE,75.0,Lac Qui Parle County
1971-Le Sueur County,1971,LE SUEUR,94.0,Le Sueur County
1971-Lincoln County,1971,LINCOLN,70.0,Lincoln County
1971-Lyon County,1971,LYON,80.0,Lyon County
1971-Mahnomen County,1971,MAHNOMEN,65.0,Mahnomen County
1971-Marshall County,1971,MARSHALL,41.0,Marshall County
1971-Martin County,1971,MARTIN,96.0,Martin County
1971-Mcleod County,1971,MCLEOD,86.0,Mcleod County
1971-Meeker County,1971,MEEKER,83.0,Meeker County
1971-Mille Lacs County,1971,MILLE LACS,72.0,Mille Lacs County
1971-Morrison County,1971,MORRISON,58.0,Morrison County
1971-Murray County,1971,MURRAY,77.0,Murray County
1971-Nicollet County,1971,NICOLLET,98.0,Nicollet County
1971-Nobles County,1971,NOBLES,77.0,Nobles County
1971-Norman County,1971,NORMAN,64.0,Norman County
1971-Otter Tail County,1971,OTTER TAIL,52.0,Otter Tail County
1971-Pennington County,1971,PENNINGTON,46.0,Pennington County
1971-Pine County,1971,PINE,68.0,Pine County
1971-Pipestone County,1971,PIPESTONE,66.0,Pipestone County
1971-Polk County,1971,POLK,60.0,Polk County
1971-Pope County,1971,POPE,64.0,Pope County
1971-Ramsey County,1971,RAMSEY,78.0,Ramsey County
1971-Red Lake County,1971,RED LAKE,50.0,Red Lake County
1971-Redwood County,1971,REDWOOD,85.0,Redwood County
1971-Renville County,1971,RENVILLE,86.0,Renville County
1971-Rice County,1971,RICE,94.0,Rice County
1971-Rock County,1971,ROCK,76.0,Rock County
1971-Scott County,1971,SCOTT,85.0,Scott County
1971-Sherburne County,1971,SHERBURNE,62.0,Sherburne County
1971-Sibley County,1971,SIBLEY,87.0,Sibley County
1971-Stearns County,1971,STEARNS,61.0,Stearns County
1971-Steele County,1971,STEELE,90.0,Steele County
1971-Stevens County,1971,STEVENS,70.0,Stevens County
1971-Swift County,1971,SWIFT,76.0,Swift County
1971-Todd County,1971,TODD,55.0,Todd County
1971-Traverse County,1971,TRAVERSE,60.0,Traverse County
1971-Wadena County,1971,WADENA,57.0,Wadena County
1971-Waseca County,1971,WASECA,91.0,Waseca County
1971-Washington County,1971,WASHINGTON,84.0,Washington County
1971-Watonwan County,1971,WATONWAN,96.0,Watonwan County
1971-Wilkin County,1971,WILKIN,54.0,Wilkin County
1971-Wright County,1971,WRIGHT,73.0,Wright County
1971-Yellow Medicine County,1971,YELLOW MEDICINE,85.0,Yellow Medicine County
1972-Aitkin County,1972,AITKIN,65.0,Aitkin County
1972-Anoka County,1972,ANOKA,85.0,Anoka County
1972-Becker County,1972,BECKER,50.0,Becker County
1972-Beltrami County,1972,BELTRAMI,45.0,Beltrami County
1972-Benton County,1972,BENTON,67.0,Benton County
1972-Big Stone County,1972,BIG STONE,58.0,Big Stone County
1972-Blue Earth County,1972,BLUE EARTH,109.0,Blue Earth County
1972-Brown County,1972,BROWN,103.0,Brown County
1972-Carver County,1972,CARVER,92.0,Carver County
1972-Cass County,1972,CASS,60.0,Cass County
1972-Chippewa County,1972,CHIPPEWA,79.0,Chippewa County
1972-Chisago County,1972,CHISAGO,86.0,Chisago County
1972-Clay County,1972,CLAY,66.0,Clay County
1972-Clearwater County,1972,CLEARWATER,47.0,Clearwater County
1972-Cottonwood County,1972,COTTONWOOD,110.0,Cottonwood County
1972-Crow Wing County,1972,CROW WING,60.0,Crow Wing County
1972-Douglas County,1972,DOUGLAS,50.0,Douglas County
1972-Faribault County,1972,FARIBAULT,108.0,Faribault County
1972-Freeborn County,1972,FREEBORN,103.0,Freeborn County
1972-Grant County,1972,GRANT,62.0,Grant County
1972-Hennepin County,1972,HENNEPIN,92.0,Hennepin County
1972-Hubbard County,1972,HUBBARD,59.0,Hubbard County
1972-Isanti County,1972,ISANTI,76.0,Isanti County
1972-Itasca County,1972,ITASCA,51.0,Itasca County
1972-Jackson County,1972,JACKSON,105.0,Jackson County
1972-Kanabec County,1972,KANABEC,72.0,Kanabec County
1972-Kandiyohi County,1972,KANDIYOHI,85.0,Kandiyohi County
1972-Kittson County,1972,KITTSON,35.0,Kittson County
1972-Koochiching County,1972,KOOCHICHING,45.0,Koochiching County
1972-Lac Qui Parle County,1972,LAC QUI PARLE,74.0,Lac Qui Parle County
1972-Le Sueur County,1972,LE SUEUR,105.0,Le Sueur County
1972-Lincoln County,1972,LINCOLN,73.0,Lincoln County
1972-Lyon County,1972,LYON,98.0,Lyon County
1972-Mahnomen County,1972,MAHNOMEN,53.0,Mahnomen County
1972-Marshall County,1972,MARSHALL,50.0,Marshall County
1972-Martin County,1972,MARTIN,108.0,Martin County
1972-Mcleod County,1972,MCLEOD,95.0,Mcleod County
1972-Meeker County,1972,MEEKER,82.0,Meeker County
1972-Mille Lacs County,1972,MILLE LACS,70.0,Mille Lacs County
1972-Morrison County,1972,MORRISON,60.0,Morrison County
1972-Murray County,1972,MURRAY,91.0,Murray County
1972-Nicollet County,1972,NICOLLET,112.0,Nicollet County
1972-Nobles County,1972,NOBLES,98.0,Nobles County
1972-Norman County,1972,NORMAN,65.0,Norman County
1972-Otter Tail County,1972,OTTER TAIL,65.0,Otter Tail County
1972-Pennington County,1972,PENNINGTON,48.0,Pennington County
1972-Pine County,1972,PINE,80.0,Pine County
1972-Pipestone County,1972,PIPESTONE,70.0,Pipestone County
1972-Polk County,1972,POLK,60.0,Polk County
1972-Pope County,1972,POPE,75.0,Pope County
1972-Ramsey County,1972,RAMSEY,86.0,Ramsey County
1972-Red Lake County,1972,RED LAKE,65.0,Red Lake County
1972-Redwood County,1972,REDWOOD,105.0,Redwood County
1972-Renville County,1972,RENVILLE,95.0,Renville County
1972-Rice County,1972,RICE,104.0,Rice County
1972-Rock County,1972,ROCK,96.0,Rock County
1972-Roseau County,1972,ROSEAU,35.0,Roseau County
1972-Scott County,1972,SCOTT,96.0,Scott County
1972-Sherburne County,1972,SHERBURNE,70.0,Sherburne County
1972-Sibley County,1972,SIBLEY,107.0,Sibley County
1972-Stearns County,1972,STEARNS,73.0,Stearns County
1972-Steele County,1972,STEELE,102.0,Steele County
1972-Stevens County,1972,STEVENS,69.0,Stevens County
1972-Swift County,1972,SWIFT,59.0,Swift County
1972-Todd County,1972,TODD,59.0,Todd County
1972-Traverse County,1972,TRAVERSE,53.0,Traverse County
1972-Wadena County,1972,WADENA,65.0,Wadena County
1972-Waseca County,1972,WASECA,104.0,Waseca County
1972-Washington County,1972,WASHINGTON,90.0,Washington County
1972-Watonwan County,1972,WATONWAN,114.0,Watonwan County
1972-Wilkin County,1972,WILKIN,57.0,Wilkin County
1972-Wright County,1972,WRIGHT,86.0,Wright County
1972-Yellow Medicine County,1972,YELLOW MEDICINE,85.0,Yellow Medicine County
1973-Aitkin County,1973,AITKIN,73.0,Aitkin County
1973-Anoka County,1973,ANOKA,82.0,Anoka County
1973-Becker County,1973,BECKER,57.0,Becker County
1973-Beltrami County,1973,BELTRAMI,41.0,Beltrami County
1973-Benton County,1973,BENTON,72.0,Benton County
1973-Big Stone County,1973,BIG STONE,72.0,Big Stone County
1973-Blue Earth County,1973,BLUE EARTH,105.0,Blue Earth County
1973-Brown County,1973,BROWN,91.0,Brown County
1973-Carver County,1973,CARVER,93.0,Carver County
1973-Cass County,1973,CASS,60.0,Cass County
1973-Chippewa County,1973,CHIPPEWA,93.0,Chippewa County
1973-Chisago County,1973,CHISAGO,85.0,Chisago County
1973-Clay County,1973,CLAY,67.0,Clay County
1973-Clearwater County,1973,CLEARWATER,41.0,Clearwater County
1973-Cottonwood County,1973,COTTONWOOD,89.0,Cottonwood County
1973-Crow Wing County,1973,CROW WING,72.0,Crow Wing County
1973-Douglas County,1973,DOUGLAS,70.0,Douglas County
1973-Faribault County,1973,FARIBAULT,114.0,Faribault County
1973-Freeborn County,1973,FREEBORN,107.0,Freeborn County
1973-Grant County,1973,GRANT,80.0,Grant County
1973-Hennepin County,1973,HENNEPIN,92.0,Hennepin County
1973-Hubbard County,1973,HUBBARD,60.0,Hubbard County
1973-Isanti County,1973,ISANTI,80.0,Isanti County
1973-Itasca County,1973,ITASCA,50.0,Itasca County
1973-Jackson County,1973,JACKSON,105.0,Jackson County
1973-Kanabec County,1973,KANABEC,75.0,Kanabec County
1973-Kandiyohi County,1973,KANDIYOHI,91.0,Kandiyohi County
1973-Kittson County,1973,KITTSON,45.0,Kittson County
1973-Koochiching County,1973,KOOCHICHING,46.0,Koochiching County
1973-Lac Qui Parle County,1973,LAC QUI PARLE,85.0,Lac Qui Parle County
1973-Le Sueur County,1973,LE SUEUR,104.0,Le Sueur County
1973-Lincoln County,1973,LINCOLN,66.0,Lincoln County
1973-Lyon County,1973,LYON,78.0,Lyon County
1973-Mahnomen County,1973,MAHNOMEN,60.0,Mahnomen County
1973-Marshall County,1973,MARSHALL,40.0,Marshall County
1973-Martin County,1973,MARTIN,171.2,Martin County
1973-Mcleod County,1973,MCLEOD,96.0,Mcleod County
1973-Meeker County,1973,MEEKER,86.0,Meeker County
1973-Mille Lacs County,1973,MILLE LACS,75.0,Mille Lacs County
1973-Morrison County,1973,MORRISON,74.0,Morrison County
1973-Murray County,1973,MURRAY,83.0,Murray County
1973-Nicollet County,1973,NICOLLET,109.0,Nicollet County
1973-Nobles County,1973,NOBLES,86.0,Nobles County
1973-Norman County,1973,NORMAN,63.0,Norman County
1973-Otter Tail County,1973,OTTER TAIL,70.0,Otter Tail County
1973-Pennington County,1973,PENNINGTON,53.0,Pennington County
1973-Pine County,1973,PINE,73.0,Pine County
1973-Pipestone County,1973,PIPESTONE,70.0,Pipestone County
1973-Polk County,1973,POLK,55.0,Polk County
1973-Pope County,1973,POPE,80.0,Pope County
1973-Ramsey County,1973,RAMSEY,85.0,Ramsey County
1973-Red Lake County,1973,RED LAKE,55.0,Red Lake County
1973-Redwood County,1973,REDWOOD,91.0,Redwood County
1973-Renville County,1973,RENVILLE,99.0,Renville County
1973-Rice County,1973,RICE,105.0,Rice County
1973-Rock County,1973,ROCK,90.0,Rock County
1973-Roseau County,1973,ROSEAU,42.0,Roseau County
1973-Scott County,1973,SCOTT,101.0,Scott County
1973-Sherburne County,1973,SHERBURNE,84.0,Sherburne County
1973-Sibley County,1973,SIBLEY,107.0,Sibley County
1973-Stearns County,1973,STEARNS,83.0,Stearns County
1973-Steele County,1973,STEELE,105.0,Steele County
1973-Stevens County,1973,STEVENS,88.0,Stevens County
1973-Swift County,1973,SWIFT,94.0,Swift County
1973-Todd County,1973,TODD,75.0,Todd County
1973-Traverse County,1973,TRAVERSE,65.0,Traverse County
1973-Wadena County,1973,WADENA,71.0,Wadena County
1973-Waseca County,1973,WASECA,113.0,Waseca County
1973-Washington County,1973,WASHINGTON,91.0,Washington County
1973-Watonwan County,1973,WATONWAN,98.0,Watonwan County
1973-Wilkin County,1973,WILKIN,63.0,Wilkin County
1973-Wright County,1973,WRIGHT,89.0,Wright County
1973-Yellow Medicine County,1973,YELLOW MEDICINE,85.0,Yellow Medicine County
1974-Aitkin County,1974,AITKIN,37.3,Aitkin County
1974-Anoka County,1974,ANOKA,43.4,Anoka County
1974-Becker County,1974,BECKER,43.9,Becker County
1974-Beltrami County,1974,BELTRAMI,40.8,Beltrami County
1974-Benton County,1974,BENTON,47.4,Benton County
1974-Big Stone County,1974,BIG STONE,38.9,Big Stone County
1974-Blue Earth County,1974,BLUE EARTH,78.3,Blue Earth County
1974-Brown County,1974,BROWN,69.8,Brown County
1974-Carver County,1974,CARVER,70.3,Carver County
1974-Cass County,1974,CASS,44.4,Cass County
1974-Chippewa County,1974,CHIPPEWA,60.3,Chippewa County
1974-Chisago County,1974,CHISAGO,42.4,Chisago County
1974-Clay County,1974,CLAY,53.9,Clay County
1974-Clearwater County,1974,CLEARWATER,45.8,Clearwater County
1974-Cottonwood County,1974,COTTONWOOD,64.8,Cottonwood County
1974-Crow Wing County,1974,CROW WING,40.9,Crow Wing County
1974-Douglas County,1974,DOUGLAS,42.4,Douglas County
1974-Faribault County,1974,FARIBAULT,86.3,Faribault County
