index,County,"YIELD, MEASURED IN BU / ACRE"
1994-FREEBORN,FREEBORN,58.0
1994-GRANT,GRANT,62.0
1994-HENNEPIN,HENNEPIN,50.0
1994-HUBBARD,HUBBARD,49.0
1994-ISANTI,ISANTI,43.0
1994-JACKSON,JACKSON,54.0
1994-KANABEC,KANABEC,45.0
1994-KANDIYOHI,KANDIYOHI,59.0
1994-KITTSON,KITTSON,62.0
1994-LAC QUI PARLE,LAC QUI PARLE,57.0
1994-LAKE OF THE WOODS,LAKE OF THE WOODS,48.0
1994-LE SUEUR,LE SUEUR,53.0
1994-LINCOLN,LINCOLN,66.0
1994-LYON,LYON,62.0
1994-MAHNOMEN,MAHNOMEN,61.0
1994-MARSHALL,MARSHALL,61.0
1994-MARTIN,MARTIN,60.0
1994-MCLEOD,MCLEOD,56.0
1994-MEEKER,MEEKER,53.0
1994-MILLE LACS,MILLE LACS,50.0
1994-MORRISON,MORRISON,52.0
1994-MURRAY,MURRAY,56.0
1994-NICOLLET,NICOLLET,62.0
1994-NOBLES,NOBLES,56.0
1994-NORMAN,NORMAN,63.0
1994-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,49.0
1994-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,53.0
1994-OTTER TAIL,OTTER TAIL,58.0
1994-PENNINGTON,PENNINGTON,41.0
1994-PINE,PINE,44.0
1994-PIPESTONE,PIPESTONE,58.0
1994-POLK,POLK,66.0
1994-POPE,POPE,58.0
1994-RED LAKE,RED LAKE,45.0
1994-REDWOOD,REDWOOD,52.0
1994-RENVILLE,RENVILLE,60.0
1994-RICE,RICE,56.0
1994-ROCK,ROCK,65.0
1994-ROSEAU,ROSEAU,52.0
1994-SCOTT,SCOTT,56.0
1994-SHERBURNE,SHERBURNE,51.0
1994-SIBLEY,SIBLEY,60.0
1994-ST. LOUIS,ST. LOUIS,36.0
1994-STEARNS,STEARNS,54.0
1994-STEELE,STEELE,61.0
1994-STEVENS,STEVENS,59.0
1994-SWIFT,SWIFT,60.0
1994-TODD,TODD,53.0
1994-TRAVERSE,TRAVERSE,61.0
1994-WADENA,WADENA,49.0
1994-WASECA,WASECA,60.0
1994-WASHINGTON,WASHINGTON,52.0
1994-WATONWAN,WATONWAN,53.0
1994-WILKIN,WILKIN,62.0
1994-WRIGHT,WRIGHT,47.0
1994-YELLOW MEDICINE,YELLOW MEDICINE,55.0
1995-AITKIN,AITKIN,40.0
1995-BECKER,BECKER,45.0
1995-BELTRAMI,BELTRAMI,38.0
1995-BENTON,BENTON,44.0
1995-BIG STONE,BIG STONE,41.0
1995-BLUE EARTH,BLUE EARTH,60.0
1995-BROWN,BROWN,53.0
1995-CARVER,CARVER,54.0
1995-CASS,CASS,35.0
1995-CHIPPEWA,CHIPPEWA,44.0
1995-CHISAGO,CHISAGO,29.0
1995-CLAY,CLAY,60.0
1995-CLEARWATER,CLEARWATER,40.0
1995-COTTONWOOD,COTTONWOOD,40.0
1995-CROW WING,CROW WING,31.0
1995-DOUGLAS,DOUGLAS,40.0
1995-FARIBAULT,FARIBAULT,55.0
1995-FREEBORN,FREEBORN,56.0
1995-GRANT,GRANT,45.0
1995-HENNEPIN,HENNEPIN,52.0
1995-HUBBARD,HUBBARD,41.0
1995-ISANTI,ISANTI,30.0
1995-JACKSON,JACKSON,41.0
1995-KANABEC,KANABEC,44.0
1995-KANDIYOHI,KANDIYOHI,43.0
1995-KITTSON,KITTSON,55.0
1995-LAC QUI PARLE,LAC QUI PARLE,50.0
1995-LAKE OF THE WOODS,LAKE OF THE WOODS,45.0
1995-LE SUEUR,LE SUEUR,50.0
1995-LINCOLN,LINCOLN,40.0
1995-LYON,LYON,47.0
1995-MAHNOMEN,MAHNOMEN,62.0
1995-MARSHALL,MARSHALL,56.0
1995-MARTIN,MARTIN,55.0
1995-MCLEOD,MCLEOD,51.0
1995-MEEKER,MEEKER,44.0
1995-MILLE LACS,MILLE LACS,43.0
1995-MORRISON,MORRISON,36.0
1995-MURRAY,MURRAY,50.0
1995-NICOLLET,NICOLLET,54.0
1995-NOBLES,NOBLES,51.0
1995-NORMAN,NORMAN,60.0
1995-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,50.1
1995-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,39.5
1995-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,49.2
1995-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,33.3
1995-OTTER TAIL,OTTER TAIL,42.0
1995-PENNINGTON,PENNINGTON,55.0
1995-PINE,PINE,40.0
1995-PIPESTONE,PIPESTONE,45.0
1995-POLK,POLK,58.0
1995-POPE,POPE,42.0
1995-RED LAKE,RED LAKE,57.0
1995-REDWOOD,REDWOOD,48.0
1995-RENVILLE,RENVILLE,49.0
1995-RICE,RICE,50.0
1995-ROCK,ROCK,52.0
1995-ROSEAU,ROSEAU,59.0
1995-SIBLEY,SIBLEY,51.0
1995-ST. LOUIS,ST. LOUIS,39.0
1995-STEARNS,STEARNS,44.0
1995-STEELE,STEELE,56.0
1995-STEVENS,STEVENS,42.0
1995-SWIFT,SWIFT,45.0
1995-TODD,TODD,36.0
1995-WADENA,WADENA,30.0
1995-WASECA,WASECA,56.0
1995-WASHINGTON,WASHINGTON,45.0
1995-WATONWAN,WATONWAN,59.0
1995-WRIGHT,WRIGHT,45.0
1995-YELLOW MEDICINE,YELLOW MEDICINE,42.0
1996-AITKIN,AITKIN,52.0
1996-BECKER,BECKER,46.0
1996-BELTRAMI,BELTRAMI,53.0
1996-BENTON,BENTON,37.0
1996-BROWN,BROWN,65.0
1996-CARVER,CARVER,59.0
1996-CASS,CASS,35.0
1996-CHISAGO,CHISAGO,49.0
1996-CLAY,CLAY,59.0
1996-CLEARWATER,CLEARWATER,51.0
1996-CROW WING,CROW WING,49.0
1996-DOUGLAS,DOUGLAS,44.0
1996-FARIBAULT,FARIBAULT,66.0
1996-FREEBORN,FREEBORN,65.0
1996-HENNEPIN,HENNEPIN,66.0
1996-HUBBARD,HUBBARD,35.0
1996-ITASCA,ITASCA,69.0
1996-KANABEC,KANABEC,50.0
1996-KANDIYOHI,KANDIYOHI,52.0
1996-KITTSON,KITTSON,54.0
1996-KOOCHICHING,KOOCHICHING,66.0
1996-LAKE OF THE WOODS,LAKE OF THE WOODS,69.0
1996-LE SUEUR,LE SUEUR,67.0
1996-LINCOLN,LINCOLN,72.0
1996-LYON,LYON,78.0
1996-MAHNOMEN,MAHNOMEN,69.0
1996-MARSHALL,MARSHALL,50.0
1996-MARTIN,MARTIN,50.0
1996-MCLEOD,MCLEOD,67.0
1996-MEEKER,MEEKER,53.0
1996-MILLE LACS,MILLE LACS,49.0
1996-MORRISON,MORRISON,49.0
1996-MURRAY,MURRAY,65.0
1996-NICOLLET,NICOLLET,72.0
1996-NOBLES,NOBLES,65.0
1996-NORMAN,NORMAN,72.0
1996-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,53.0
1996-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,45.6
1996-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,61.6
1996-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,60.7
1996-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,53.2
1996-OTTER TAIL,OTTER TAIL,49.0
1996-PENNINGTON,PENNINGTON,61.0
1996-PINE,PINE,48.0
1996-PIPESTONE,PIPESTONE,65.0
1996-POLK,POLK,59.0
1996-POPE,POPE,45.0
1996-RED LAKE,RED LAKE,73.0
1996-REDWOOD,REDWOOD,55.0
1996-RICE,RICE,71.0
1996-ROCK,ROCK,84.0
1996-ROSEAU,ROSEAU,59.0
1996-SCOTT,SCOTT,65.0
1996-SIBLEY,SIBLEY,69.0
1996-ST. LOUIS,ST. LOUIS,61.0
1996-STEARNS,STEARNS,55.0
1996-STEELE,STEELE,63.0
1996-SWIFT,SWIFT,55.0
1996-TODD,TODD,40.0
1996-WADENA,WADENA,30.0
1996-WASECA,WASECA,60.0
1996-WASHINGTON,WASHINGTON,53.0
1996-WRIGHT,WRIGHT,63.0
1997-AITKIN,AITKIN,47.0
1997-BECKER,BECKER,54.0
1997-BELTRAMI,BELTRAMI,51.0
1997-BENTON,BENTON,47.0
1997-BROWN,BROWN,65.0
1997-CARVER,CARVER,59.0
1997-CASS,CASS,44.0
1997-CHIPPEWA,CHIPPEWA,64.0
1997-CHISAGO,CHISAGO,44.0
1997-CLAY,CLAY,55.0
1997-CLEARWATER,CLEARWATER,50.0
1997-CROW WING,CROW WING,49.0
1997-DOUGLAS,DOUGLAS,58.0
1997-FARIBAULT,FARIBAULT,77.0
1997-FREEBORN,FREEBORN,68.0
1997-HENNEPIN,HENNEPIN,51.0
1997-HUBBARD,HUBBARD,39.0
1997-ISANTI,ISANTI,52.0
1997-ITASCA,ITASCA,50.0
1997-KANABEC,KANABEC,55.0
1997-KANDIYOHI,KANDIYOHI,56.0
1997-KITTSON,KITTSON,47.0
1997-KOOCHICHING,KOOCHICHING,53.0
1997-LAKE OF THE WOODS,LAKE OF THE WOODS,57.0
1997-LE SUEUR,LE SUEUR,67.0
1997-LINCOLN,LINCOLN,62.0
1997-LYON,LYON,73.0
1997-MAHNOMEN,MAHNOMEN,58.0
1997-MARSHALL,MARSHALL,53.0
1997-MARTIN,MARTIN,75.0
1997-MCLEOD,MCLEOD,65.0
1997-MEEKER,MEEKER,52.0
1997-MILLE LACS,MILLE LACS,46.0
1997-MORRISON,MORRISON,55.0
1997-MURRAY,MURRAY,64.0
1997-NICOLLET,NICOLLET,73.0
1997-NOBLES,NOBLES,77.0
1997-NORMAN,NORMAN,59.0
1997-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,69.4
1997-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,69.8
1997-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,56.6
1997-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,54.9
1997-OTTER TAIL,OTTER TAIL,56.0
1997-PENNINGTON,PENNINGTON,51.0
1997-PINE,PINE,52.0
1997-PIPESTONE,PIPESTONE,64.0
1997-POLK,POLK,63.0
1997-POPE,POPE,55.0
1997-RED LAKE,RED LAKE,65.0
1997-REDWOOD,REDWOOD,70.0
1997-RENVILLE,RENVILLE,76.0
1997-RICE,RICE,68.0
1997-ROCK,ROCK,75.0
1997-ROSEAU,ROSEAU,52.0
1997-SCOTT,SCOTT,56.0
1997-SHERBURNE,SHERBURNE,45.0
1997-SIBLEY,SIBLEY,64.0
1997-ST. LOUIS,ST. LOUIS,50.0
1997-STEARNS,STEARNS,57.0
1997-STEELE,STEELE,72.0
1997-SWIFT,SWIFT,64.0
1997-TODD,TODD,50.0
1997-WADENA,WADENA,56.0
1997-WASECA,WASECA,78.0
1997-WASHINGTON,WASHINGTON,47.0
1997-WILKIN,WILKIN,62.0
1997-WRIGHT,WRIGHT,50.0
1998-AITKIN,AITKIN,49.0
1998-ANOKA,ANOKA,50.0
1998-BECKER,BECKER,49.0
1998-BELTRAMI,BELTRAMI,44.0
1998-BENTON,BENTON,72.0
1998-BROWN,BROWN,58.0
1998-CARVER,CARVER,78.0
1998-CASS,CASS,37.0
1998-CHIPPEWA,CHIPPEWA,64.0
1998-CHISAGO,CHISAGO,64.0
1998-CLAY,CLAY,52.0
1998-CLEARWATER,CLEARWATER,61.0
1998-CROW WING,CROW WING,61.0
1998-DOUGLAS,DOUGLAS,69.0
1998-FARIBAULT,FARIBAULT,55.0
1998-FREEBORN,FREEBORN,61.0
1998-HUBBARD,HUBBARD,42.0
1998-ISANTI,ISANTI,56.0
1998-ITASCA,ITASCA,42.0
1998-KANABEC,KANABEC,65.0
1998-KANDIYOHI,KANDIYOHI,58.0
1998-KITTSON,KITTSON,64.0
1998-KOOCHICHING,KOOCHICHING,56.0
1998-LAKE OF THE WOODS,LAKE OF THE WOODS,62.0
1998-LE SUEUR,LE SUEUR,72.0
1998-LINCOLN,LINCOLN,81.0
1998-LYON,LYON,73.0
1998-MAHNOMEN,MAHNOMEN,65.0
1998-MARSHALL,MARSHALL,54.0
1998-MARTIN,MARTIN,64.0
1998-MCLEOD,MCLEOD,82.0
1998-MEEKER,MEEKER,71.0
1998-MILLE LACS,MILLE LACS,61.0
1998-MORRISON,MORRISON,69.0
1998-MURRAY,MURRAY,71.0
1998-NICOLLET,NICOLLET,84.0
1998-NOBLES,NOBLES,85.0
1998-NORMAN,NORMAN,60.0
1998-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,65.3
1998-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,45.9
1998-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,70.0
1998-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,75.2
1998-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,61.7
1998-OTTER TAIL,OTTER TAIL,63.0
1998-PENNINGTON,PENNINGTON,59.0
1998-PINE,PINE,68.0
1998-PIPESTONE,PIPESTONE,61.0
1998-POLK,POLK,64.0
1998-POPE,POPE,68.0
1998-RED LAKE,RED LAKE,68.0
1998-REDWOOD,REDWOOD,86.0
1998-RICE,RICE,60.0
1998-ROCK,ROCK,84.0
1998-ROSEAU,ROSEAU,57.0
1998-SCOTT,SCOTT,66.0
1998-SIBLEY,SIBLEY,70.0
1998-ST. LOUIS,ST. LOUIS,51.0
1998-STEARNS,STEARNS,69.0
1998-STEELE,STEELE,67.0
1998-SWIFT,SWIFT,66.0
1998-TODD,TODD,61.0
1998-WADENA,WADENA,56.0
1998-WASECA,WASECA,84.0
1998-WASHINGTON,WASHINGTON,48.0
1998-WILKIN,WILKIN,59.0
1998-WRIGHT,WRIGHT,67.0
1999-BECKER,BECKER,43.0
1999-BELTRAMI,BELTRAMI,39.0
1999-BENTON,BENTON,62.0
1999-BROWN,BROWN,72.0
1999-CARVER,CARVER,66.0
1999-CASS,CASS,32.0
1999-CHIPPEWA,CHIPPEWA,75.0
1999-CHISAGO,CHISAGO,49.0
1999-CLAY,CLAY,67.0
1999-CLEARWATER,CLEARWATER,37.0
1999-CROW WING,CROW WING,36.0
1999-DOUGLAS,DOUGLAS,66.0
1999-FREEBORN,FREEBORN,62.0
1999-HENNEPIN,HENNEPIN,53.0
1999-HUBBARD,HUBBARD,33.0
1999-ISANTI,ISANTI,43.0
1999-ITASCA,ITASCA,48.0
1999-KANABEC,KANABEC,54.0
1999-KANDIYOHI,KANDIYOHI,61.0
1999-KITTSON,KITTSON,45.0
1999-KOOCHICHING,KOOCHICHING,37.0
1999-LAKE OF THE WOODS,LAKE OF THE WOODS,33.0
1999-LE SUEUR,LE SUEUR,66.0
1999-LINCOLN,LINCOLN,74.0
1999-LYON,LYON,76.0
1999-MAHNOMEN,MAHNOMEN,36.0
1999-MARSHALL,MARSHALL,33.0
1999-MARTIN,MARTIN,64.0
1999-MCLEOD,MCLEOD,80.0
1999-MEEKER,MEEKER,65.0
1999-MILLE LACS,MILLE LACS,43.0
1999-MORRISON,MORRISON,63.0
1999-MURRAY,MURRAY,88.0
1999-NICOLLET,NICOLLET,77.0
1999-NOBLES,NOBLES,87.0
1999-NORMAN,NORMAN,48.0
1999-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,41.7
1999-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,79.3
1999-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,66.3
1999-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,63.3
1999-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,60.4
1999-OTTER TAIL,OTTER TAIL,51.0
1999-PENNINGTON,PENNINGTON,36.0
1999-PINE,PINE,53.0
1999-PIPESTONE,PIPESTONE,80.0
1999-POLK,POLK,56.0
1999-POPE,POPE,57.0
1999-RED LAKE,RED LAKE,59.0
1999-REDWOOD,REDWOOD,82.0
1999-RICE,RICE,64.0
1999-ROCK,ROCK,86.0
1999-ROSEAU,ROSEAU,46.0
1999-SCOTT,SCOTT,65.0
1999-SIBLEY,SIBLEY,71.0
1999-ST. LOUIS,ST. LOUIS,42.0
1999-STEARNS,STEARNS,70.0
1999-STEELE,STEELE,60.0
1999-SWIFT,SWIFT,71.0
1999-TODD,TODD,54.0
1999-WADENA,WADENA,45.0
1999-WASECA,WASECA,57.0
1999-WASHINGTON,WASHINGTON,46.0
1999-WILKIN,WILKIN,65.0
1999-WRIGHT,WRIGHT,58.0
1999-YELLOW MEDICINE,YELLOW MEDICINE,81.0
2000-AITKIN,AITKIN,42.0
2000-BECKER,BECKER,69.0
2000-BELTRAMI,BELTRAMI,64.0
2000-BENTON,BENTON,80.0
2000-BLUE EARTH,BLUE EARTH,75.0
2000-BROWN,BROWN,90.0
2000-CARVER,CARVER,89.0
2000-CASS,CASS,49.0
2000-CHISAGO,CHISAGO,68.0
2000-CLAY,CLAY,60.0
2000-CLEARWATER,CLEARWATER,61.0
2000-CROW WING,CROW WING,54.0
2000-DOUGLAS,DOUGLAS,67.0
2000-FREEBORN,FREEBORN,88.0
2000-HENNEPIN,HENNEPIN,67.0
2000-HUBBARD,HUBBARD,49.0
2000-ISANTI,ISANTI,61.0
2000-ITASCA,ITASCA,61.0
2000-KANABEC,KANABEC,70.0
2000-KANDIYOHI,KANDIYOHI,78.0
2000-KITTSON,KITTSON,71.0
2000-KOOCHICHING,KOOCHICHING,53.0
2000-LAKE OF THE WOODS,LAKE OF THE WOODS,65.0
2000-LE SUEUR,LE SUEUR,76.0
2000-LINCOLN,LINCOLN,75.0
2000-LYON,LYON,85.0
2000-MAHNOMEN,MAHNOMEN,74.0
2000-MARSHALL,MARSHALL,67.0
2000-MARTIN,MARTIN,77.0
2000-MCLEOD,MCLEOD,76.0
2000-MEEKER,MEEKER,77.0
2000-MILLE LACS,MILLE LACS,76.0
2000-MORRISON,MORRISON,72.0
2000-MURRAY,MURRAY,91.0
2000-NICOLLET,NICOLLET,73.0
2000-NOBLES,NOBLES,78.0
2000-NORMAN,NORMAN,70.0
2000-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,88.7
2000-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,74.8
2000-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,73.8
2000-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,83.3
2000-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,56.7
2000-OTTER TAIL,OTTER TAIL,65.0
2000-PENNINGTON,PENNINGTON,72.0
2000-PINE,PINE,72.0
2000-PIPESTONE,PIPESTONE,74.0
2000-POLK,POLK,80.0
2000-POPE,POPE,74.0
2000-RED LAKE,RED LAKE,75.0
2000-REDWOOD,REDWOOD,78.0
2000-RENVILLE,RENVILLE,92.0
2000-RICE,RICE,73.0
2000-ROCK,ROCK,80.0
2000-ROSEAU,ROSEAU,70.0
2000-SCOTT,SCOTT,85.0
2000-ST. LOUIS,ST. LOUIS,55.0
2000-STEARNS,STEARNS,79.0
2000-STEELE,STEELE,85.0
2000-SWIFT,SWIFT,85.0
2000-TODD,TODD,71.0
2000-WADENA,WADENA,64.0
2000-WASECA,WASECA,81.0
2000-WASHINGTON,WASHINGTON,65.0
2000-WRIGHT,WRIGHT,78.0
2000-YELLOW MEDICINE,YELLOW MEDICINE,83.0
2001-BECKER,BECKER,47.0
2001-BELTRAMI,BELTRAMI,41.0
2001-BENTON,BENTON,51.0
2001-BLUE EARTH,BLUE EARTH,67.0
2001-BROWN,BROWN,75.0
2001-CARVER,CARVER,63.0
2001-CHISAGO,CHISAGO,34.0
2001-CLAY,CLAY,52.0
2001-CLEARWATER,CLEARWATER,44.0
2001-CROW WING,CROW WING,28.0
2001-DOUGLAS,DOUGLAS,54.0
2001-FREEBORN,FREEBORN,75.0
2001-HUBBARD,HUBBARD,34.0
2001-ISANTI,ISANTI,45.0
2001-KANABEC,KANABEC,52.0
2001-KANDIYOHI,KANDIYOHI,65.0
2001-KITTSON,KITTSON,40.0
2001-LE SUEUR,LE SUEUR,66.0
2001-LINCOLN,LINCOLN,80.0
2001-LYON,LYON,73.0
2001-MAHNOMEN,MAHNOMEN,65.0
2001-MARSHALL,MARSHALL,65.0
2001-MARTIN,MARTIN,74.0
2001-MCLEOD,MCLEOD,64.0
2001-MEEKER,MEEKER,58.0
2001-MILLE LACS,MILLE LACS,49.0
2001-MORRISON,MORRISON,49.0
2001-MURRAY,MURRAY,80.0
2001-NICOLLET,NICOLLET,71.0
2001-NOBLES,NOBLES,77.0
2001-NORMAN,NORMAN,57.0
2001-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,47.4
2001-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,73.0
2001-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,67.9
2001-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,67.7
2001-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,52.9
2001-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,58.6
2001-OTTER TAIL,OTTER TAIL,57.0
2001-PENNINGTON,PENNINGTON,65.0
2001-PINE,PINE,54.0
2001-PIPESTONE,PIPESTONE,71.0
2001-POLK,POLK,64.0
2001-POPE,POPE,54.0
2001-RED LAKE,RED LAKE,64.0
2001-REDWOOD,REDWOOD,68.0
2001-RENVILLE,RENVILLE,70.0
2001-RICE,RICE,70.0
2001-ROCK,ROCK,72.0
2001-ROSEAU,ROSEAU,45.0
2001-SCOTT,SCOTT,61.0
2001-ST. LOUIS,ST. LOUIS,37.0
2001-STEARNS,STEARNS,57.0
2001-STEELE,STEELE,68.0
2001-SWIFT,SWIFT,63.0
2001-TODD,TODD,53.0
2001-WADENA,WADENA,50.0
2001-WASHINGTON,WASHINGTON,55.0
2001-WRIGHT,WRIGHT,60.0
2001-YELLOW MEDICINE,YELLOW MEDICINE,68.0
2002-AITKIN,AITKIN,37.0
2002-BECKER,BECKER,48.0
2002-BELTRAMI,BELTRAMI,41.0
2002-BENTON,BENTON,46.0
2002-BLUE EARTH,BLUE EARTH,64.0
2002-BROWN,BROWN,68.0
2002-CARVER,CARVER,64.0
2002-CASS,CASS,47.0
2002-CHIPPEWA,CHIPPEWA,66.0
2002-CHISAGO,CHISAGO,40.0
2002-CLAY,CLAY,60.0
2002-CLEARWATER,CLEARWATER,41.0
2002-COTTONWOOD,COTTONWOOD,65.0
2002-CROW WING,CROW WING,41.0
2002-DOUGLAS,DOUGLAS,59.0
2002-FARIBAULT,FARIBAULT,86.0
2002-FREEBORN,FREEBORN,87.0
2002-HENNEPIN,HENNEPIN,42.0
2002-HUBBARD,HUBBARD,25.0
2002-ISANTI,ISANTI,39.0
2002-ITASCA,ITASCA,55.0
2002-JACKSON,JACKSON,55.0
2002-KANABEC,KANABEC,44.0
2002-KANDIYOHI,KANDIYOHI,62.0
2002-KITTSON,KITTSON,38.0
2002-KOOCHICHING,KOOCHICHING,31.0
2002-LAC QUI PARLE,LAC QUI PARLE,69.0
2002-LAKE OF THE WOODS,LAKE OF THE WOODS,40.0
2002-LE SUEUR,LE SUEUR,72.0
2002-LINCOLN,LINCOLN,72.0
2002-LYON,LYON,73.0
2002-MAHNOMEN,MAHNOMEN,56.0
2002-MARSHALL,MARSHALL,35.0
2002-MARTIN,MARTIN,75.0
2002-MCLEOD,MCLEOD,58.0
2002-MEEKER,MEEKER,50.0
2002-MILLE LACS,MILLE LACS,50.0
2002-MORRISON,MORRISON,47.0
2002-MURRAY,MURRAY,79.0
2002-NICOLLET,NICOLLET,79.0
2002-NOBLES,NOBLES,71.0
2002-NORMAN,NORMAN,33.0
2002-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,47.0
2002-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,72.1
2002-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,63.3
2002-OTTER TAIL,OTTER TAIL,47.0
2002-PENNINGTON,PENNINGTON,35.0
2002-PINE,PINE,46.0
2002-PIPESTONE,PIPESTONE,74.0
2002-POLK,POLK,43.0
2002-POPE,POPE,57.0
2002-RED LAKE,RED LAKE,44.0
2002-REDWOOD,REDWOOD,71.0
2002-RENVILLE,RENVILLE,78.0
2002-RICE,RICE,70.0
2002-ROCK,ROCK,73.0
2002-ROSEAU,ROSEAU,36.0
2002-SCOTT,SCOTT,67.0
2002-SHERBURNE,SHERBURNE,39.0
2002-SIBLEY,SIBLEY,73.0
2002-ST. LOUIS,ST. LOUIS,41.0
2002-STEARNS,STEARNS,56.0
2002-STEELE,STEELE,78.0
2002-SWIFT,SWIFT,65.0
2002-TODD,TODD,46.0
2002-WADENA,WADENA,39.0
2002-WASHINGTON,WASHINGTON,48.0
2002-WRIGHT,WRIGHT,50.0
2002-YELLOW MEDICINE,YELLOW MEDICINE,61.0
2003-AITKIN,AITKIN,47.0
2003-BECKER,BECKER,63.0
2003-BELTRAMI,BELTRAMI,69.0
2003-BENTON,BENTON,50.0
2003-BLUE EARTH,BLUE EARTH,68.0
2003-BROWN,BROWN,77.0
2003-CARVER,CARVER,74.0
2003-CASS,CASS,49.0
2003-CHIPPEWA,CHIPPEWA,88.0
2003-CHISAGO,CHISAGO,42.0
2003-CLAY,CLAY,74.0
2003-CLEARWATER,CLEARWATER,73.0
2003-COTTONWOOD,COTTONWOOD,73.0
2003-CROW WING,CROW WING,51.0
2003-DOUGLAS,DOUGLAS,74.0
2003-FARIBAULT,FARIBAULT,81.0
2003-FREEBORN,FREEBORN,69.0
2003-HENNEPIN,HENNEPIN,55.0
2003-HUBBARD,HUBBARD,51.0
2003-ISANTI,ISANTI,48.0
2003-ITASCA,ITASCA,63.0
2003-JACKSON,JACKSON,69.0
2003-KANABEC,KANABEC,58.0
2003-KANDIYOHI,KANDIYOHI,77.0
2003-KITTSON,KITTSON,78.0
2003-KOOCHICHING,KOOCHICHING,63.0
2003-LAC QUI PARLE,LAC QUI PARLE,81.0
2003-LAKE OF THE WOODS,LAKE OF THE WOODS,65.0
2003-LE SUEUR,LE SUEUR,80.0
2003-LINCOLN,LINCOLN,89.0
2003-LYON,LYON,87.0
2003-MAHNOMEN,MAHNOMEN,81.0
2003-MARSHALL,MARSHALL,77.0
2003-MARTIN,MARTIN,79.0
2003-MCLEOD,MCLEOD,71.0
2003-MEEKER,MEEKER,79.0
2003-MILLE LACS,MILLE LACS,49.0
2003-MORRISON,MORRISON,52.0
2003-MURRAY,MURRAY,91.0
2003-NICOLLET,NICOLLET,84.0
2003-NOBLES,NOBLES,92.0
2003-NORMAN,NORMAN,79.0
2003-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,72.6
2003-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,55.4
2003-OTHER (COMBINED) COUNTIES,OTHER (COMBINED) COUNTIES,74.0
2003-OTTER TAIL,OTTER TAIL,63.0
2003-PENNINGTON,PENNINGTON,69.0
2003-PINE,PINE,48.0
2003-PIPESTONE,PIPESTONE,87.0
2003-POLK,POLK,73.0
2003-POPE,POPE,71.0
2003-RED LAKE,RED LAKE,78.0
2003-REDWOOD,REDWOOD,85.0
2003-RENVILLE,RENVILLE,85.0
2003-RICE,RICE,73.0
2003-ROCK,ROCK,92.0
2003-ROSEAU,ROSEAU,89.0
2003-SCOTT,SCOTT,67.0
2003-SHERBURNE,SHERBURNE,50.0
